"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"2009100000","2009","26000","Kyoto-fu","","0.638","0.1","50.1","164.6","95.8","11.9","50.7","31.81","16.61","15.68","113.2","***","296.8","3,337.8","41.8","15.90","5.91","7.54","2.14","0.31","3.20","2.00","2.61","13.66","9.46","9.10","***","24.81","0.10","31.61","1.17","11.83","822.5","193.6","53.3","235.3","314.6","1,711.5","46.5","89.1","31.9","***","130.3","762.2","955.1","1,136.5","9,871.4","130.5","7.4","0.6"
"2009100000","2009","27000","Osaka-fu","","0.808","2.2","63.6","155.0","96.9","8.0","47.0","34.35","9.74","13.03","118.1","***","477.7","3,403.7","41.1","15.54","6.07","6.83","2.43","0.21","2.34","1.19","0.51","19.14","10.35","8.67","***","23.33","0.00","28.16","1.41","7.97","759.6","205.4","52.9","207.1","297.2","1,985.1","42.9","92.5","28.8","***","115.5","593.6","713.1","864.8","5,399.1","146.1","6.2","0.0"
"2009100000","2009","28000","Hyogo-ken","","0.632","0.0","57.4","177.2","98.3","11.9","42.2","26.52","13.71","12.68","114.4","***","230.6","3,508.6","42.6","12.20","5.73","4.39","1.88","0.14","2.38","1.58","4.09","20.27","11.49","6.10","***","20.98","0.31","25.92","1.01","11.62","830.9","172.1","57.2","182.3","262.7","1,836.2","51.9","108.1","24.4","***","127.3","677.5","848.7","1,003.5","9,308.5","257.1","7.4","2.0"
"2009100000","2009","29000","Nara-ken","","0.436","0.8","34.5","212.8","95.6","16.3","53.8","24.82","26.27","21.18","102.9","***","121.6","3,559.3","40.0","15.21","4.78","6.70","2.72","1.00","5.68","1.72","3.84","1.65","14.78","5.80","***","25.30","0.11","32.33","2.54","16.17","733.2","153.8","42.3","200.6","269.3","1,678.6","56.4","90.8","20.4","***","129.1","695.3","851.2","822.6","6,415.6","404.3","11.9","0.9"
"2009100000","2009","30000","Wakayama-ken","","0.346","1.0","35.2","155.4","94.3","21.7","43.8","16.25","25.22","21.15","85.2","***","255.3","3,018.8","38.1","12.54","4.08","5.79","2.05","0.61","4.74","1.32","6.37","11.38","16.97","5.10","***","20.22","0.22","27.37","1.71","21.52","1,027.2","195.6","57.3","239.6","321.9","1,877.1","78.9","140.5","27.9","***","154.0","873.0","990.1","1,025.4","7,098.3","262.5","9.2","2.8"
"2009100000","2009","31000","Tottori-ken","","0.268","5.3","27.4","178.1","91.9","22.1","47.5","14.08","29.65","23.61","77.0","***","128.2","2,664.4","41.2","12.74","4.17","5.09","2.95","0.52","4.45","2.30","8.84","4.01","18.86","4.62","***","18.77","0.10","24.95","1.83","22.00","1,117.7","200.1","58.5","237.0","413.8","1,613.9","71.9","162.8","28.3","***","158.7","860.0","883.6","1,142.5","6,607.9","97.2","17.6","0.8"
"2009100000","2009","32000","Shimane-ken","","0.242","1.2","33.0","175.5","92.5","23.1","41.1","11.37","27.63","22.74","77.6","***","131.2","2,675.9","42.0","10.18","3.47","4.93","1.73","0.05","4.83","1.66","7.83","12.08","18.13","3.58","***","16.20","0.22","20.64","1.54","22.89","1,432.4","214.5","63.2","267.2","400.4","1,816.6","100.5","210.9","28.6","***","189.2","961.4","1,146.1","1,388.5","8,447.3","700.5","20.1","4.9"
"2009100000","2009","33000","Okayama-ken","","0.548","0.4","44.6","171.0","95.7","13.1","50.2","26.67","20.90","17.38","97.7","***","322.7","3,025.1","42.9","14.01","3.94","7.99","1.89","0.18","3.25","1.47","14.60","1.88","11.18","6.11","***","22.66","0.17","29.12","1.31","12.89","799.6","165.2","40.6","235.6","284.6","1,772.1","53.4","94.9","23.4","***","127.3","675.2","797.8","897.8","6,703.9","409.7","9.2","1.3"
"2009100000","2009","34000","Hiroshima-ken","","0.619","0.4","43.4","202.2","92.2","13.7","54.7","32.55","19.04","18.85","110.5","***","246.0","3,178.5","44.8","15.28","4.44","7.97","2.68","0.17","4.81","1.84","4.18","3.42","13.40","6.44","***","24.72","0.17","30.72","2.84","13.51","795.0","170.2","45.2","218.4","298.6","1,726.2","62.7","114.7","21.5","***","128.6","703.3","858.8","1,016.5","7,359.5","99.1","9.4","1.3"
"2009100000","2009","35000","Yamaguchi-ken","","0.469","1.2","40.3","167.7","93.9","19.9","45.0","20.19","22.08","19.61","95.2","***","379.1","2,965.5","43.0","12.64","3.88","6.58","1.91","0.22","3.69","1.78","6.16","9.94","15.96","5.59","***","20.49","0.65","26.76","1.79","19.28","933.6","177.4","50.2","231.4","289.0","1,810.8","56.4","129.0","27.5","***","148.2","728.9","1,013.9","1,130.8","8,385.3","100.6","16.0","8.1"
"2009100000","2009","36000","Tokushima-ken","","0.318","3.0","38.4","201.0","94.9","16.3","45.8","15.41","27.03","19.51","85.2","***","149.7","2,958.8","38.6","11.88","3.38","5.45","2.06","1.00","4.90","2.61","7.39","10.60","12.08","4.45","***","16.85","0.21","23.97","2.34","16.07","1,073.0","195.7","50.4","250.8","322.2","1,756.7","72.1","115.5","26.8","***","154.8","872.6","1,035.0","1,120.5","8,842.0","511.9","8.9","2.9"
"2009100000","2009","37000","Kagawa-ken","","0.487","2.0","44.9","180.7","94.9","13.6","48.7","24.73","21.16","16.71","103.4","***","316.2","2,968.0","43.8","13.68","4.45","6.42","2.22","0.59","6.42","1.61","4.71","11.59","12.61","5.45","***","20.62","0.06","28.16","1.97","13.51","851.3","171.0","47.4","221.4","297.6","1,806.7","68.8","93.9","24.1","***","142.5","771.9","999.5","1,029.5","7,037.2","348.3","9.4","0.6"
"2009100000","2009","38000","Ehime-ken","","0.421","0.2","38.2","153.8","92.5","14.5","49.3","21.38","25.56","19.17","85.9","***","276.5","2,897.4","39.1","14.85","4.76","7.41","2.15","0.53","5.46","1.79","6.90","9.24","12.37","4.90","***","20.81","0.09","28.09","2.63","14.38","867.0","185.4","52.2","247.0","294.8","1,849.5","57.9","101.2","21.5","***","128.6","744.0","906.0","976.3","6,446.9","143.5","10.9","0.7"
"2009100000","2009","39000","Kochi-ken","","0.248","1.2","26.5","161.4","95.6","20.3","45.9","12.71","30.98","24.13","75.2","***","135.2","2,729.0","38.3","13.00","4.28","5.64","2.23","0.85","5.34","2.01","11.86","1.61","16.47","4.54","***","20.85","0.23","26.06","2.10","20.05","1,207.9","237.2","62.7","250.6","426.5","1,757.7","81.8","151.0","29.2","***","179.0","1,016.3","1,316.2","1,312.7","9,239.1","321.2","13.1","3.7"
"2009100000","2009","40000","Fukuoka-ken","","0.619","0.2","46.4","169.5","95.1","16.7","49.9","30.46","16.34","18.85","97.7","***","248.7","3,095.6","40.7","18.14","5.77","7.44","2.72","2.19","2.94","1.71","4.08","7.63","13.13","7.90","***","24.03","0.23","30.55","3.51","16.45","794.8","189.2","50.0","226.8","294.2","1,852.9","48.0","103.2","25.8","***","120.3","664.5","817.7","946.4","6,980.3","91.2","10.5","2.5"
"2009100000","2009","41000","Saga-ken","","0.341","2.2","34.5","143.7","89.9","23.8","45.5","17.41","25.43","21.96","77.7","***","145.1","2,745.5","39.9","12.72","4.06","5.50","2.77","0.39","4.38","1.85","8.59","9.72","14.36","5.11","***","18.83","0.24","25.78","1.84","23.55","1,007.3","183.8","50.2","256.5","322.1","1,947.2","63.0","121.7","28.5","***","147.1","702.4","900.4","931.6","9,203.7","53.8","12.8","3.6"
"2009100000","2009","42000","Nagasaki-ken","","0.300","0.4","33.6","156.0","97.2","22.0","46.1","15.45","27.98","22.90","75.9","***","134.5","2,794.2","38.1","13.56","4.46","6.35","2.34","0.41","4.68","1.50","8.79","9.54","13.36","5.86","***","21.39","0.12","27.40","3.12","21.84","1,037.2","216.7","68.9","251.0","331.5","1,650.7","70.7","118.3","30.2","***","152.3","827.4","945.8","1,118.2","7,264.4","171.2","13.2","2.1"
"2009100000","2009","43000","Kumamoto-ken","","0.389","3.1","34.1","175.1","96.3","22.0","48.1","19.02","25.92","23.39","75.0","***","136.2","2,774.8","38.3","16.14","4.51","7.79","3.24","0.59","3.71","1.82","8.66","4.28","15.40","4.99","***","20.74","0.21","27.02","2.70","21.75","890.4","193.4","50.8","251.9","349.4","1,850.8","56.5","116.6","21.9","***","133.9","776.6","871.5","920.5","6,117.0","145.3","9.8","2.0"
"2009100000","2009","44000","Oita-ken","","0.369","0.9","34.2","167.1","96.7","21.6","45.7","17.51","25.66","22.84","80.4","***","243.7","2,813.8","39.6","13.15","4.56","6.17","2.13","0.29","3.46","1.76","9.78","7.53","14.86","4.64","***","20.77","0.21","26.93","1.58","21.38","956.4","191.1","56.6","230.6","284.9","1,909.6","50.5","120.0","23.7","***","150.2","818.8","930.0","1,222.3","8,833.7","303.2","11.8","2.0"
"2009100000","2009","45000","Miyazaki-ken","","0.311","0.6","35.4","155.7","94.0","19.2","47.3","16.45","28.51","20.61","70.6","***","159.2","2,651.1","37.8","13.49","4.33","5.62","2.88","0.64","4.17","1.49","10.84","6.89","13.20","4.76","***","19.51","0.22","25.74","2.06","18.97","977.6","199.1","53.5","239.8","380.8","1,743.1","57.4","119.8","24.9","***","142.9","712.4","877.9","896.0","6,885.5","74.9","10.8","2.3"
"2009100000","2009","46000","Kagoshima-ken","","0.302","1.6","25.5","196.3","96.9","23.0","51.3","16.49","32.29","25.63","70.2","***","157.2","2,752.1","36.4","15.74","4.64","7.38","2.58","1.13","3.77","1.50","10.32","1.08","14.34","4.71","***","21.49","0.08","27.59","2.77","22.96","989.3","210.3","57.6","274.9","298.2","1,811.3","55.6","129.7","23.0","***","153.6","913.9","932.8","1,028.6","6,442.5","103.4","11.1","1.4"
"2009100000","2009","47000","Okinawa-ken","","0.298","0.6","27.7","106.3","94.4","23.2","48.5","16.42","29.97","30.42","63.5","***","190.8","2,758.6","31.7","15.51","5.77","4.75","3.81","1.17","5.32","1.76","9.57","4.10","14.50","5.21","***","24.43","0.07","30.49","3.46","23.12","921.1","204.8","65.3","233.6","316.1","1,666.5","60.1","120.0","23.5","***","170.3","687.6","839.7","868.4","7,072.1","359.4","9.9","0.5"
"2010100000","2010","00000","All Japan","","0.490","1.3","51.9","174.7","90.9","14.2","53.9","31.82","17.51","12.49","111.1","70.0","368.7","3,209.5","42.8","13.08","4.09","5.61","2.79","0.54","3.49","1.40","4.82","8.96","11.65","6.56","3.87","22.24","0.18","28.76","2.12","13.97","801.9","183.2","46.7","203.8","383.0","1,870.4","50.9","94.9","25.1","18.0","129.5","723.2","891.9","944.1","6,738.8","143.5","9.2","1.4"
"2010100000","2010","01000","Hokkaido","","0.388","0.1","38.3","225.0","94.2","17.7","51.7","21.18","27.18","14.27","84.2","53.4","211.1","2,821.8","40.3","12.60","3.72","5.48","1.97","1.43","2.81","1.37","9.40","8.60","13.54","4.86","4.26","20.10","0.16","25.46","2.80","17.53","1,031.1","215.6","57.2","227.9","345.2","1,769.7","57.8","135.1","22.6","24.1","144.7","861.9","1,064.9","933.3","9,248.2","92.7","8.4","1.6"
"2010100000","2010","02000","Aomori-ken","","0.316","0.8","36.1","182.8","92.3","20.8","52.0","18.50","29.65","16.48","66.8","56.0","156.8","2,603.0","36.5","13.05","3.81","5.04","3.05","1.14","3.88","1.77","8.59","8.36","10.38","4.29","6.85","21.00","0.14","25.88","2.74","20.64","1,050.8","214.7","54.8","217.1","447.5","1,616.5","75.2","103.4","22.7","35.7","163.3","948.3","993.4","1,128.8","6,055.0","99.3","10.4","1.0"
"2010100000","2010","03000","Iwate-ken","","0.306","3.7","37.4","222.0","91.4","15.3","52.8","15.70","31.12","14.51","69.4","54.2","125.4","2,583.3","37.9","12.06","3.63","4.92","2.56","0.58","7.42","2.02","7.86","10.18","9.63","4.05","5.71","21.58","0.23","25.97","2.20","15.10","1,021.7","185.4","49.6","202.4","392.4","1,478.4","86.0","105.3","21.0","28.8","164.8","925.8","1,052.5","984.2","7,189.2","244.3","12.5","2.5"
"2010100000","2010","04000","Miyagi-ken","","0.522","3.5","50.4","183.6","88.2","12.0","55.0","27.77","21.03","12.14","89.6","59.7","232.1","2,915.9","40.6","13.29","3.77","5.75","2.83","0.60","3.24","1.61","6.42","13.01","8.72","5.74","5.10","25.00","0.21","32.07","2.27","11.75","758.6","159.1","40.5","192.2","339.0","1,615.2","48.2","75.8","20.0","20.9","131.0","708.5","832.6","961.3","6,881.8","173.1","10.4","1.7"
"2010100000","2010","05000","Akita-ken","","0.285","0.9","40.2","198.7","87.1","17.6","46.8","13.81","29.71","12.37","66.4","52.6","143.9","2,568.9","37.1","11.26","3.66","5.17","2.11","0.28","4.10","1.24","8.83","16.42","10.78","3.89","4.71","18.63","0.31","23.05","1.23","17.30","1,132.4","206.7","55.7","230.9","418.4","1,647.2","68.8","121.9","23.3","25.2","165.3","933.0","1,204.6","1,148.9","7,896.0","196.3","11.7","3.3"
"2010100000","2010","06000","Yamagata-ken","","0.323","1.0","38.2","199.6","90.2","14.3","52.1","16.99","31.01","12.29","71.6","53.2","138.0","2,557.6","40.2","12.15","3.08","5.75","2.96","0.35","3.86","2.74","5.33","12.20","11.50","4.58","4.47","20.79","0.07","27.84","1.38","14.22","955.8","173.8","41.5","222.1","387.8","1,683.7","61.0","108.2","22.7","20.5","163.1","1,032.1","1,032.8","1,090.5","8,794.3","75.1","10.6","0.9"
"2010100000","2010","07000","Fukushima-ken","","0.445","0.1","42.5","153.0","94.2","13.5","54.1","22.82","25.66","14.46","75.4","64.6","149.1","2,686.2","39.6","12.90","3.58","5.83","2.66","0.55","3.41","1.65","6.44","9.06","10.98","5.33","5.29","24.83","0.06","30.72","2.37","13.46","835.8","163.8","40.7","209.3","322.0","1,624.3","49.7","85.7","21.7","22.7","152.8","782.8","917.1","840.5","6,498.2","241.4","12.9","0.9"
"2010100000","2010","08000","Ibaraki-ken","","0.638","0.7","48.1","185.2","90.2","11.8","51.5","30.44","16.82","12.49","99.9","67.5","224.0","3,052.9","42.3","13.19","4.18","5.36","3.18","0.41","3.75","1.59","5.14","8.07","16.30","5.59","5.50","25.51","0.04","31.22","2.09","11.77","737.4","152.3","41.9","182.6","332.3","1,864.8","50.2","105.0","19.9","21.0","137.9","764.2","900.9","874.8","5,400.3","229.9","8.5","0.6"
"2010100000","2010","09000","Tochigi-ken","","0.595","2.0","52.1","136.0","87.0","15.5","50.9","28.21","17.66","12.44","98.9","72.7","192.6","2,955.6","43.1","12.55","3.91","4.88","3.31","0.43","4.04","1.61","4.17","14.83","11.32","5.51","4.83","24.45","0.04","28.94","1.81","15.43","772.4","155.8","39.4","189.4","359.1","1,741.2","48.5","92.0","21.2","18.7","138.1","716.8","894.4","1,076.8","5,296.9","24.2","10.5","0.2"
"2010100000","2010","10000","Gumma-ken","","0.579","1.1","52.4","135.3","91.5","14.8","47.6","25.99","17.33","12.27","94.6","70.4","236.6","2,922.8","41.9","14.60","4.97","5.46","3.84","0.32","2.75","1.45","4.68","17.94","11.15","5.61","5.14","22.63","0.03","28.79","2.71","14.74","803.7","172.4","46.7","201.5","400.9","1,854.2","43.7","89.2","22.4","20.8","142.9","704.2","886.6","908.3","7,572.4","234.5","12.2","0.3"
"2010100000","2010","11000","Saitama-ken","","0.755","0.5","51.6","204.5","93.3","9.6","60.3","42.20","12.61","11.40","112.0","61.5","173.3","3,310.1","45.0","15.50","5.06","6.06","3.73","0.64","3.87","1.28","1.46","1.28","9.08","8.34","5.13","32.17","0.00","38.93","2.25","9.62","541.4","140.5","37.4","150.8","326.1","1,816.5","37.0","62.1","19.1","16.0","108.4","600.5","732.9","836.3","6,510.5","40.5","7.4","0.0"
"2010100000","2010","12000","Chiba-ken","","0.774","0.7","57.9","166.7","92.6","8.8","55.2","39.59","10.58","11.72","116.9","63.6","245.3","3,428.9","45.2","14.30","5.39","5.82","2.61","0.35","3.86","0.78","2.62","11.20","7.26","8.62","5.03","29.39","0.02","37.55","2.08","8.76","578.9","139.7","37.7","150.5","317.5","1,872.7","43.4","51.5","22.0","16.2","114.7","650.7","811.0","882.2","5,896.7","68.1","7.4","0.3"
"2010100000","2010","13000","Tokyo-to","","1.162","3.5","85.9","95.5","94.5","12.3","72.9","67.90","0.00","7.34","201.1","106.0","1,290.1","4,083.0","48.2","12.17","4.08","4.29","3.25","0.52","3.88","0.74","0.32","5.04","14.50","10.16","2.67","15.38","0.03","25.17","2.01","12.30","812.7","217.8","55.4","216.1","564.7","2,181.7","51.9","100.2","46.4","21.7","115.9","764.2","1,105.3","1,051.8","6,436.0","86.0","8.4","0.2"
"2010100000","2010","14000","Kanagawa-ken","","0.938","0.5","61.7","182.4","93.9","6.9","64.1","53.19","4.92","10.89","135.7","72.5","312.6","3,683.1","46.8","15.93","5.54","7.17","2.72","0.50","3.41","1.31","1.96","0.97","5.84","10.31","3.23","32.16","0.01","40.32","2.70","6.88","560.7","156.1","40.7","169.9","330.9","1,896.1","37.0","69.2","21.2","11.5","98.2","577.3","756.0","874.0","6,886.7","35.1","6.4","0.1"
"2010100000","2010","15000","Niigata-ken","","0.404","0.8","40.2","256.5","92.4","17.9","52.6","21.10","26.98","13.87","84.1","65.4","201.6","2,687.6","42.7","10.85","2.86","5.76","1.87","0.14","2.95","1.35","7.62","9.77","14.72","4.62","3.84","20.31","0.30","26.26","1.04","17.59","968.8","172.1","40.7","217.0","387.8","1,619.8","57.9","149.9","21.0","19.8","147.8","943.5","1,032.4","948.4","7,527.7","175.9","10.1","2.2"
"2010100000","2010","16000","Toyama-ken","","0.459","0.4","43.3","207.0","92.2","21.7","46.7","20.15","21.76","11.60","97.4","73.0","264.8","2,771.4","46.5","11.12","2.72","5.66","2.69","0.05","2.80","2.13","7.37","11.28","19.16","4.59","3.14","18.41","0.13","25.26","0.91","21.57","947.0","173.4","37.1","231.3","441.4","2,063.0","51.1","158.4","23.2","13.9","145.0","815.3","847.0","1,042.9","7,651.5","172.0","12.6","1.2"
"2010100000","2010","17000","Ishikawa-ken","","0.472","0.2","39.0","234.9","92.6","18.7","50.9","22.70","23.93","14.39","97.0","68.3","211.6","2,868.1","44.6","13.34","4.31","5.91","2.78","0.32","2.98","2.77","8.76","5.24","13.18","4.74","4.45","20.44","0.14","27.29","2.12","18.54","923.3","185.8","47.2","230.0","438.7","2,101.2","61.4","115.0","21.6","20.8","151.0","861.2","817.3","998.1","7,273.4","47.7","20.6","1.3"
"2010100000","2010","18000","Fukui-ken","","0.408","1.6","41.7","180.4","91.1","21.5","46.8","18.97","24.47","14.20","98.4","78.8","193.5","2,804.7","45.0","9.94","2.70","4.41","2.63","0.19","3.28","1.47","7.44","10.23","14.83","4.57","5.45","19.35","0.04","24.40","1.62","21.47","1,098.9","188.7","46.3","222.2","461.0","2,037.8","58.8","145.8","28.1","26.4","178.3","880.9","990.4","1,038.3","8,597.7","281.3","19.0","0.3"
"2010100000","2010","19000","Yamanashi-ken","","0.402","1.8","41.0","205.1","88.2","22.6","49.3","18.44","25.69","13.66","95.1","68.0","217.2","2,900.0","41.4","10.53","3.45","4.22","2.51","0.34","3.72","1.84","7.70","6.88","18.02","4.55","5.64","19.40","0.02","25.02","1.39","22.60","1,023.7","177.9","50.5","205.7","387.4","2,235.5","66.9","150.0","24.9","26.8","164.4","904.4","940.6","967.2","6,536.9","49.5","15.6","0.1"
"2010100000","2010","20000","Nagano-ken","","0.461","1.1","41.5","180.0","89.7","17.4","54.8","24.17","25.89","13.35","88.3","66.0","174.6","2,777.4","42.6","13.17","4.01","6.32","2.48","0.36","3.06","1.19","5.46","9.83","13.29","4.95","4.53","22.30","0.23","29.58","1.85","17.17","879.1","174.0","45.9","216.6","367.0","1,890.4","52.7","108.5","19.9","21.6","138.9","768.8","1,050.2","1,049.2","6,262.9","234.2","11.4","2.4"
"2010100000","2010","21000","Gifu-ken","","0.521","1.5","44.2","189.1","93.6","16.5","55.9","27.30","23.28","13.63","94.0","66.1","185.7","2,918.9","43.7","12.65","3.84","6.00","2.60","0.20","3.11","2.41","5.77","7.84","10.67","5.50","4.73","24.66","0.42","30.27","1.40","16.06","764.3","154.1","42.3","194.2","329.2","1,833.3","51.0","85.5","19.8","19.1","138.2","699.8","819.8","837.1","5,672.8","184.4","10.7","2.6"
"2010100000","2010","22000","Shizuoka-ken","","0.715","1.0","48.8","221.1","89.7","14.8","57.9","37.83","14.74","13.27","108.4","77.9","222.6","3,018.0","46.8","13.70","4.32","6.56","2.45","0.36","3.83","2.09","4.11","1.63","11.28","6.95","4.13","27.13","0.24","33.22","1.47","14.60","663.6","142.3","36.5","175.5","316.0","1,800.7","50.8","88.9","20.7","15.1","120.9","632.2","779.0","901.3","5,084.1","237.6","8.3","1.5"
"2010100000","2010","23000","Aichi-ken","","1.004","0.6","60.6","208.6","94.5","9.5","50.5","42.78","2.67","10.42","124.1","81.4","394.6","3,397.5","45.8","13.38","4.40","6.06","2.70","0.20","2.54","1.31","3.12","9.96","8.93","7.17","3.71","26.32","0.02","32.51","1.82","9.44","660.8","154.9","39.6","189.3","347.9","1,822.4","45.0","79.6","20.8","13.8","115.4","581.3","701.4","793.6","5,053.6","74.7","8.9","0.1"
"2010100000","2010","24000","Mie-ken","","0.574","1.5","42.5","176.6","91.0","19.1","55.8","29.37","20.77","13.08","100.3","73.7","292.1","3,034.0","43.5","14.16","4.24","6.16","3.23","0.46","4.42","1.35","6.08","1.74","13.71","5.86","5.08","26.22","0.46","33.78","1.75","18.59","750.0","167.6","44.0","190.4","367.5","1,771.6","57.2","92.8","21.3","19.6","133.4","731.3","866.4","923.4","7,412.5","352.0","7.4","2.7"
"2010100000","2010","25000","Shiga-ken","","0.576","0.4","45.0","195.7","89.1","13.8","54.4","28.60","21.34","12.44","105.8","69.3","173.1","3,118.9","42.7","13.45","4.08","5.65","3.45","0.24","4.13","1.77","5.50","4.81","11.72","5.44","4.34","26.15","0.00","33.06","1.75","13.83","763.3","162.8","44.1","206.5","356.4","1,653.6","53.6","84.8","19.7","17.4","146.8","745.1","885.5","851.6","6,164.7","487.1","11.7","0.1"
"2010100000","2010","26000","Kyoto-fu","","0.610","0.1","49.5","181.4","93.6","11.4","51.6","29.64","17.73","11.41","104.9","65.0","285.8","3,197.6","40.9","14.89","5.19","6.74","2.61","0.35","2.63","1.84","2.41","13.56","8.60","8.92","3.54","26.61","0.12","32.78","1.49","11.30","816.8","205.2","52.6","221.0","412.1","1,728.1","42.2","86.4","30.0","17.0","131.3","753.3","948.0","1,026.5","9,626.3","133.0","7.9","0.9"
"2010100000","2010","27000","Osaka-fu","","0.760","1.8","70.5","144.0","91.3","5.4","38.5","26.78","8.13","7.80","113.5","74.3","491.9","3,262.8","40.2","11.41","3.93","5.09","2.19","0.18","1.96","1.12","0.30","18.62","6.22","6.75","3.17","17.78","0.01","22.54","1.18","5.40","836.7","220.1","50.6","201.2","390.6","1,961.2","41.8","77.4","27.7","13.5","110.9","601.1","745.8","829.0","5,128.5","154.4","6.6","0.1"
"2010100000","2010","28000","Hyogo-ken","","0.606","0.1","56.7","183.8","94.5","11.5","43.5","25.68","14.40","10.21","109.3","70.0","228.8","3,356.9","41.8","11.43","4.13","4.76","2.30","0.19","2.33","1.64","4.33","20.62","10.64","5.88","3.00","20.99","0.59","25.77","1.27","10.87","829.8","179.9","46.4","189.2","348.8","1,859.9","50.2","102.8","23.4","13.0","128.7","691.6","867.3","1,078.1","7,505.1","259.7","7.5","3.4"
"2010100000","2010","29000","Nara-ken","","0.419","1.7","34.3","228.6","88.3","15.4","59.7","24.77","29.89","15.13","97.7","50.0","124.8","3,392.2","39.3","14.61","4.10","6.14","3.21","1.13","5.52","1.51","3.27","1.42","13.56","5.89","5.21","26.52","0.14","33.83","2.99","15.25","721.8","164.9","41.3","188.0","343.9","1,684.8","56.7","83.8","19.7","20.2","129.2","684.8","906.0","766.3","6,161.6","392.8","11.8","1.0"
